Voltage,Timestamp,Moving Average,Voltage Change,Time Difference,Rate of Change,MA_1000,MA_5000
82,2024-06-28 12:18:21,82.8,-1.0,17.0,-0.058823529411764705,79.652,65.2532
81,2024-06-28 12:23:50,81.8,-1.0,16.0,-0.0625,80.795,65.4058
80,2024-06-28 12:29:19,80.8,-1.0,16.0,-0.0625,81.418,65.489
79,2024-06-28 12:34:34,79.8,-1.0,16.0,-0.0625,82.029,65.5704
78,2024-06-28 12:37:19,78.8,-1.0,17.0,-0.058823529411764705,82.578,65.6434
77,2024-06-28 12:43:38,77.8,-1.0,17.0,-0.058823529411764705,83.753,65.8036
76,2024-06-28 12:48:51,76.8,-1.0,16.0,-0.0625,84.76,65.945
75,2024-06-28 12:52:57,75.8,-1.0,16.0,-0.0625,85.511,66.051
75,2024-06-28 12:56:17,75.4,-1.0,17.0,-0.058823529411764705,86.111,66.1372
74,2024-06-28 12:58:27,74.8,-1.0,15.0,-0.06666666666666667,86.478,66.1898
73,2024-06-28 13:03:57,73.8,-1.0,15.0,-0.06666666666666667,87.422,66.3256
72,2024-06-28 13:09:44,72.8,-1.0,17.0,-0.058823529411764705,88.081,66.4214
71,2024-06-28 13:14:26,71.8,-1.0,133.0,-0.007518796992481203,88.553,66.491
70,2024-06-28 13:17:10,70.8,-1.0,16.0,-0.0625,89.015,66.559
69,2024-06-28 13:24:20,69.8,-1.0,17.0,-0.058823529411764705,88.894,66.6548
68,2024-06-28 13:27:21,68.8,-1.0,15.0,-0.06666666666666667,88.521,66.7242
67,2024-06-28 13:33:23,67.8,-1.0,15.0,-0.06666666666666667,87.759,66.8596
66,2024-06-28 13:37:15,66.8,-1.0,115.0,-0.008695652173913044,87.47,66.9098
65,2024-06-28 13:39:59,65.8,-1.0,114.0,-0.008771929824561403,87.337,66.9312
64,2024-06-28 13:42:45,64.8,-1.0,1.0,-1.0,87.166,66.957
63,2024-06-28 13:46:20,63.8,-1.0,17.0,-0.058823529411764705,86.675,67.0268
60,2024-06-28 13:56:45,61.6,-2.0,346.0,-0.005780346820809248,86.451,67.054
59,2024-06-28 13:59:32,59.8,-1.0,2.0,-0.5,86.021,67.1006
58,2024-06-28 14:01:59,58.8,-1.0,16.0,-0.0625,85.66,67.1382
58,2024-06-28 14:04:28,58.2,-1.0,16.0,-0.0625,85.251,67.1784
57,2024-06-28 14:09:26,57.8,-1.0,17.0,-0.058823529411764705,84.448,67.2582
56,2024-06-28 14:12:28,56.8,-1.0,18.0,-0.05555555555555555,83.955,67.3036
56,2024-06-28 14:16:18,56.2,-1.0,181.0,-0.0055248618784530384,83.749,67.3218
55,2024-06-28 14:16:35,56.0,-1.0,17.0,-0.058823529411764705,83.707,67.3252
54,2024-06-28 14:19:36,54.8,-1.0,16.0,-0.0625,83.205,67.3658
53,2024-06-28 14:24:15,53.8,-1.0,16.0,-0.0625,82.49,67.4222
52,2024-06-28 14:27:17,52.8,-1.0,17.0,-0.058823529411764705,82.016,67.4572
51,2024-06-28 14:33:21,51.8,-1.0,16.0,-0.0625,80.959,67.5304
50,2024-06-28 14:38:19,50.8,-1.0,17.0,-0.058823529411764705,80.103,67.5872
49,2024-06-28 14:42:42,49.8,-1.0,17.0,-0.058823529411764705,79.458,67.6262
48,2024-06-28 14:44:54,48.8,-1.0,33.0,-0.030303030303030304,79.081,67.6468
47,2024-06-28 14:50:24,47.8,-1.0,164.0,-0.006097560975609756,78.696,67.6658
77,2024-06-28 15:42:33,77.8,-1.0,16.0,-0.0625,78.197,67.7566
76,2024-06-28 15:45:34,77.2,-1.0,66.0,-0.015151515151515152,78.16,67.7728
75,2024-06-28 15:53:16,76.4,-2.0,396.0,-0.005050505050505051,78.104,67.797
74,2024-06-28 15:54:21,74.8,-1.0,16.0,-0.0625,78.023,67.8282
73,2024-06-28 15:58:29,73.8,-1.0,15.0,-0.06666666666666667,77.835,67.8982
72,2024-06-28 16:01:29,72.8,-1.0,15.0,-0.06666666666666667,77.582,67.9892
71,2024-06-28 16:06:10,71.8,-1.0,16.0,-0.0625,77.185,68.1248
71,2024-06-28 16:07:48,71.8,-1.0,17.0,-0.058823529411764705,77.051,68.17
70,2024-06-28 16:09:45,70.8,-1.0,15.0,-0.06666666666666667,76.866,68.229
69,2024-06-28 16:15:00,69.8,-1.0,18.0,-0.05555555555555555,76.366,68.38
68,2024-06-28 16:16:54,68.8,-1.0,17.0,-0.058823529411764705,76.173,68.4358
67,2024-06-28 16:21:49,67.8,-1.0,48.0,-0.020833333333333332,75.772,68.5444
66,2024-06-28 16:24:02,66.8,-1.0,17.0,-0.058823529411764705,75.537,68.6046
65,2024-06-28 16:27:37,65.8,-1.0,2.0,-0.5,75.142,68.7034
65,2024-06-28 16:28:26,65.6,-1.0,16.0,-0.0625,75.063,68.723
64,2024-06-28 16:30:22,64.8,-1.0,2.0,-0.5,74.846,68.774
63,2024-06-28 16:34:28,63.8,-1.0,16.0,-0.0625,74.425,68.8668
63,2024-06-28 16:35:02,63.6,-1.0,15.0,-0.06666666666666667,74.368,68.879
62,2024-06-28 16:38:51,62.8,-1.0,16.0,-0.0625,73.932,68.9692
61,2024-06-28 16:44:05,61.8,-1.0,16.0,-0.0625,73.315,69.095
60,2024-06-28 16:46:17,60.8,-1.0,15.0,-0.06666666666666667,73.044,69.147
59,2024-06-28 16:51:32,59.8,-1.0,18.0,-0.05555555555555555,72.392,69.2644
58,2024-06-28 16:54:02,58.8,-1.0,18.0,-0.05555555555555555,72.071,69.3182
57,2024-06-28 16:58:06,57.8,-1.0,15.0,-0.06666666666666667,71.546,69.3988
56,2024-06-28 17:00:52,56.8,-1.0,17.0,-0.058823529411764705,71.182,69.445
55,2024-06-28 17:05:00,55.8,-1.0,15.0,-0.06666666666666667,70.603,69.5008
54,2024-06-28 17:09:39,54.8,-1.0,96.0,-0.010416666666666666,70.182,69.5292
53,2024-06-28 17:12:59,53.8,-1.0,18.0,-0.05555555555555555,69.677,69.5504
53,2024-06-28 17:13:48,53.6,-1.0,17.0,-0.058823529411764705,69.569,69.5538
52,2024-06-28 17:16:35,52.8,-1.0,20.0,-0.05,69.172,69.5602
50,2024-06-28 17:26:43,51.6,-2.0,364.0,-0.005494505494505495,68.578,69.5548
49,2024-06-28 17:27:34,50.6,-1.0,34.0,-0.029411764705882353,68.499,69.5522
48,2024-06-28 17:29:10,48.8,-1.0,16.0,-0.0625,68.259,69.5426
48,2024-06-28 17:29:30,48.6,-1.0,19.0,-0.05263157894736842,68.18,69.5388
47,2024-06-28 17:33:52,47.8,-1.0,16.0,-0.0625,67.499,69.497
47,2024-06-28 17:34:24,47.6,-1.0,16.0,-0.0625,67.418,69.491
46,2024-06-28 17:38:49,46.8,-1.0,16.0,-0.0625,66.72,69.4302
45,2024-06-28 17:42:39,45.8,-1.0,16.0,-0.0625,66.109,69.3618
44,2024-06-28 17:47:21,44.8,-1.0,17.0,-0.058823529411764705,65.34,69.256
44,2024-06-28 17:48:10,44.6,-1.0,16.0,-0.0625,65.219,69.2374
43,2024-06-28 17:56:24,43.8,-1.0,114.0,-0.008771929824561403,64.113,69.049
42,2024-06-28 17:58:06,42.8,-1.0,18.0,-0.05555555555555555,63.825,68.997
42,2024-06-28 17:59:09,42.2,-1.0,15.0,-0.06666666666666667,63.658,68.9668
41,2024-06-28 18:03:19,41.8,-1.0,18.0,-0.05555555555555555,62.985,68.8372
40,2024-06-28 18:07:25,40.8,-1.0,16.0,-0.0625,62.296,68.6864
39,2024-06-28 18:15:24,39.8,-1.0,17.0,-0.058823529411764705,60.904,68.3222
38,2024-06-28 18:20:37,38.8,-1.0,16.0,-0.0625,60.004,68.0658
37,2024-06-28 18:29:08,37.8,-1.0,16.0,-0.0625,58.584,67.6484
36,2024-06-28 18:36:34,36.8,-1.0,17.0,-0.058823529411764705,57.402,67.2994
36,2024-06-28 18:37:07,36.6,-1.0,17.0,-0.058823529411764705,57.321,67.2752
35,2024-06-28 18:48:07,35.8,-1.0,17.0,-0.058823529411764705,55.642,66.7726
34,2024-06-28 18:56:55,34.8,-1.0,17.0,-0.058823529411764705,54.278,66.3578
33,2024-06-28 19:12:37,33.8,-1.0,19.0,-0.05263157894736842,52.013,65.6308
32,2024-06-28 19:21:40,32.8,-1.0,17.0,-0.058823529411764705,50.781,65.2184
99,2024-06-28 22:09:03,99.8,-1.0,17.0,-0.058823529411764705,52.499,64.7908
98,2024-06-28 22:16:11,98.8,-1.0,17.0,-0.058823529411764705,53.822,64.8882
97,2024-06-28 22:25:48,97.8,-1.0,17.0,-0.058823529411764705,55.602,65.0364
97,2024-06-28 22:26:37,97.6,-1.0,16.0,-0.0625,55.751,65.0488
96,2024-06-28 22:41:27,96.8,-1.0,16.0,-0.0625,57.31,65.3048
95,2024-06-28 23:01:32,95.8,-1.0,3.0,-0.3333333333333333,59.324,65.7552
94,2024-06-28 23:06:43,94.8,-1.0,15.0,-0.06666666666666667,59.907,65.9048
93,2024-06-28 23:15:14,93.8,-1.0,14.0,-0.07142857142857142,60.872,66.0048
92,2024-06-28 23:21:01,92.8,-1.0,15.0,-0.06666666666666667,61.579,66.0566
91,2024-06-28 23:26:16,91.8,-1.0,18.0,-0.05555555555555555,62.235,66.1098
90,2024-06-28 23:38:38,90.8,-1.0,17.0,-0.058823529411764705,63.863,66.2664
89,2024-06-28 23:43:18,89.8,-1.0,16.0,-0.0625,64.441,66.3266
88,2024-06-28 23:46:51,88.8,-1.0,16.0,-0.0625,64.919,66.3762
87,2024-06-28 23:51:33,87.8,-1.0,16.0,-0.0625,65.57,66.4432
86,2024-06-28 23:56:14,86.8,-1.0,18.0,-0.05555555555555555,66.193,66.5074
85,2024-06-29 00:02:50,85.8,-1.0,17.0,-0.058823529411764705,67.153,66.6042
84,2024-06-29 00:06:56,84.8,-1.0,16.0,-0.0625,67.792,66.6692
83,2024-06-29 00:13:17,83.8,-1.0,133.0,-0.007518796992481203,68.392,66.7304
82,2024-06-29 00:14:55,82.8,-1.0,17.0,-0.058823529411764705,68.651,66.7568
81,2024-06-29 00:20:10,81.8,-1.0,3.0,-0.3333333333333333,69.428,66.834
80,2024-06-29 00:23:44,80.8,-1.0,17.0,-0.058823529411764705,69.76,66.8676
79,2024-06-29 00:29:14,79.8,-1.0,17.0,-0.058823529411764705,70.555,66.947
78,2024-06-29 00:34:27,78.8,-1.0,16.0,-0.0625,71.327,67.025
77,2024-06-29 00:41:52,77.8,-1.0,16.0,-0.0625,72.37,67.132
76,2024-06-29 00:45:10,76.8,-1.0,1.0,-1.0,72.813,67.1784
75,2024-06-29 00:50:23,75.8,-1.0,16.0,-0.0625,73.505,67.2528
74,2024-06-29 00:53:07,74.8,-1.0,15.0,-0.06666666666666667,73.864,67.2914
73,2024-06-29 00:59:10,73.8,-1.0,31.0,-0.03225806451612903,74.689,67.3846
72,2024-06-29 01:02:30,72.8,-1.0,17.0,-0.058823529411764705,75.179,67.445
71,2024-06-29 01:07:09,71.8,-1.0,16.0,-0.0625,75.458,67.4784
70,2024-06-29 01:11:01,70.8,-1.0,17.0,-0.058823529411764705,76.001,67.544
69,2024-06-29 01:15:24,69.8,-1.0,15.0,-0.06666666666666667,76.573,67.6126
68,2024-06-29 01:28:38,68.8,-1.0,17.0,-0.058823529411764705,78.275,67.8318
67,2024-06-29 01:33:51,67.8,-1.0,17.0,-0.058823529411764705,78.67,67.8862
66,2024-06-29 01:37:57,66.8,-1.0,17.0,-0.058823529411764705,79.194,67.9592
65,2024-06-29 01:43:10,65.8,-1.0,15.0,-0.06666666666666667,79.865,68.055
64,2024-06-29 01:45:40,64.8,-1.0,16.0,-0.0625,80.143,68.0962
63,2024-06-29 01:49:31,63.8,-1.0,16.0,-0.0625,80.622,68.1666
62,2024-06-29 01:52:49,62.8,-1.0,18.0,-0.05555555555555555,80.978,68.2192
61,2024-06-29 01:57:12,61.8,-1.0,16.0,-0.0625,81.412,68.2832
60,2024-06-29 01:59:57,60.8,-1.0,16.0,-0.0625,81.691,68.325
59,2024-06-29 02:06:50,59.8,-1.0,17.0,-0.058823529411764705,82.472,68.4368
58,2024-06-29 02:11:15,58.8,-1.0,17.0,-0.058823529411764705,82.93,68.5022
57,2024-06-29 02:15:55,57.8,-1.0,34.0,-0.029411764705882353,82.893,68.5704
52,2024-06-29 02:35:10,56.2,-5.0,1121.0,-0.0044603033006244425,82.807,68.5802
51,2024-06-29 02:39:00,51.8,-1.0,17.0,-0.058823529411764705,82.304,68.6218
50,2024-06-29 02:42:17,50.8,-1.0,16.0,-0.0625,81.749,68.6554
49,2024-06-29 02:47:32,49.8,-1.0,1.0,-1.0,80.648,68.5344
48,2024-06-29 02:53:17,48.8,-1.0,16.0,-0.0625,80.035,68.4126
47,2024-06-29 02:56:37,47.8,-1.0,165.0,-0.006060606060606061,79.826,68.3716
46,2024-06-29 03:00:12,46.8,-1.0,17.0,-0.058823529411764705,79.094,68.2268
43,2024-06-29 03:11:28,45.4,-3.0,462.0,-0.006493506493506494,78.296,68.0702
42,2024-06-29 03:13:56,42.8,-1.0,16.0,-0.0625,78.073,68.0262
41,2024-06-29 03:17:30,41.8,-1.0,16.0,-0.0625,77.288,67.872
40,2024-06-29 03:32:04,40.8,-1.0,16.0,-0.0625,74.184,67.2606
81,2024-06-29 05:25:14,81.8,-1.0,17.0,-0.058823529411764705,65.989,65.6426
81,2024-06-29 05:28:00,81.6,-1.0,150.0,-0.006666666666666667,65.966,65.638
80,2024-06-29 05:30:44,80.8,-1.0,17.0,-0.058823529411764705,65.845,65.6138
77,2024-06-29 05:39:51,79.4,-3.0,448.0,-0.006696428571428571,65.738,65.5932
76,2024-06-29 05:42:51,76.8,-1.0,115.0,-0.008695652173913044,65.677,65.581
75,2024-06-29 05:44:46,75.8,-1.0,16.0,-0.0625,65.58,65.5616
74,2024-06-29 05:52:30,74.8,-1.0,199.0,-0.005025125628140704,65.28,65.5016
73,2024-06-29 05:54:40,73.8,-1.0,15.0,-0.06666666666666667,65.126,65.4708
72,2024-06-29 05:58:16,72.8,-1.0,132.0,-0.007575757575757576,65.017,65.4496
68,2024-06-29 06:07:36,71.2,-4.0,412.0,-0.009708737864077669,64.823,65.4128
67,2024-06-29 06:10:52,67.8,-1.0,16.0,-0.0625,64.546,65.3604
66,2024-06-29 06:12:49,66.8,-1.0,16.0,-0.0625,64.378,65.3294
63,2024-06-29 06:27:24,65.4,-3.0,759.0,-0.003952569169960474,64.183,65.2934
62,2024-06-29 06:30:24,62.8,-1.0,80.0,-0.0125,63.993,65.2582
61,2024-06-29 06:32:36,61.8,-1.0,14.0,-0.07142857142857142,63.856,65.2328
60,2024-06-29 06:35:21,60.8,-1.0,14.0,-0.07142857142857142,63.548,65.176
59,2024-06-29 06:39:14,59.8,-1.0,16.0,-0.0625,63.267,65.1238
58,2024-06-29 06:40:52,58.8,-1.0,17.0,-0.058823529411764705,63.092,65.0918
57,2024-06-29 06:45:01,58.0,-1.0,217.0,-0.004608294930875576,63.002,65.0754
56,2024-06-29 06:46:06,56.8,-1.0,17.0,-0.058823529411764705,62.881,65.0528
56,2024-06-29 06:47:28,56.2,-1.0,15.0,-0.06666666666666667,62.758,65.0302
54,2024-06-29 06:56:01,55.6,-2.0,330.0,-0.006060606060606061,62.447,64.9738
53,2024-06-29 06:58:10,53.8,-1.0,16.0,-0.0625,62.318,64.9496
52,2024-06-29 07:01:14,52.8,-1.0,18.0,-0.05555555555555555,61.921,64.8756
51,2024-06-29 07:07:33,51.8,-1.0,264.0,-0.003787878787878788,61.648,64.8348
50,2024-06-29 07:09:11,50.8,-1.0,16.0,-0.0625,61.442,64.8144
49,2024-06-29 07:12:48,49.8,-1.0,17.0,-0.058823529411764705,61.091,64.7802
48,2024-06-29 07:19:07,48.8,-1.0,18.0,-0.05555555555555555,60.254,64.699
47,2024-06-29 07:23:14,47.8,-1.0,149.0,-0.006711409395973154,59.98,64.6718
46,2024-06-29 07:25:09,46.8,-1.0,16.0,-0.0625,59.734,64.6478
45,2024-06-29 07:33:56,45.8,-1.0,15.0,-0.06666666666666667,58.758,64.5536
44,2024-06-29 07:46:21,44.8,-1.0,18.0,-0.05555555555555555,57.165,64.4134
43,2024-06-29 08:02:00,43.8,-1.0,16.0,-0.0625,55.88,64.3176
42,2024-06-29 08:10:31,42.8,-1.0,15.0,-0.06666666666666667,54.993,64.252
41,2024-06-29 08:19:37,41.8,-1.0,18.0,-0.05555555555555555,53.885,64.1818
41,2024-06-29 08:24:17,41.8,-1.0,2.0,-0.5,53.341,64.1576
41,2024-06-29 08:28:40,41.8,-1.0,15.0,-0.06666666666666667,52.871,64.1434
40,2024-06-29 08:35:16,40.8,-1.0,17.0,-0.058823529411764705,52.142,64.0354
39,2024-06-29 08:48:45,39.8,-1.0,166.0,-0.006024096385542169,51.34,63.7732
38,2024-06-29 09:03:19,38.8,-1.0,2.0,-0.5,49.786,63.2548
38,2024-06-29 09:06:37,38.8,-1.0,16.0,-0.0625,49.467,63.1436
99,2024-06-29 11:15:01,99.8,-1.0,410.0,-0.0024390243902439024,55.474,63.4388
98,2024-06-29 11:32:06,98.8,-1.0,645.0,-0.0015503875968992248,56.181,63.5706
97,2024-06-29 12:21:08,97.8,-1.0,17.0,-0.058823529411764705,59.793,64.55
96,2024-06-29 12:53:20,96.8,-1.0,17.0,-0.058823529411764705,60.955,65.1478
95,2024-06-29 13:01:16,95.8,-1.0,16.0,-0.0625,61.643,65.4286
94,2024-06-29 13:05:09,94.8,-1.0,16.0,-0.0625,62.118,65.604
93,2024-06-29 13:25:13,93.8,-1.0,18.0,-0.05555555555555555,65.02,66.509
92,2024-06-29 13:30:57,92.8,-1.0,15.0,-0.06666666666666667,66.019,66.7826
91,2024-06-29 13:41:10,91.8,-1.0,3.0,-0.3333333333333333,67.615,67.215
91,2024-06-29 13:43:05,91.8,-1.0,18.0,-0.05555555555555555,67.934,67.2998
91,2024-06-29 13:43:53,91.4,-1.0,16.0,-0.0625,68.116,67.3482
90,2024-06-29 13:58:28,90.8,-1.0,17.0,-0.058823529411764705,70.778,68.0506
89,2024-06-29 14:09:11,89.8,-1.0,17.0,-0.058823529411764705,72.762,68.5664
88,2024-06-29 14:20:44,88.8,-1.0,132.0,-0.007575757575757576,74.244,68.9484
87,2024-06-29 14:39:25,87.8,-1.0,16.0,-0.0625,77.71,69.8332
86,2024-06-29 14:43:49,86.8,-1.0,15.0,-0.06666666666666667,78.449,70.0186
85,2024-06-29 15:01:57,85.8,-1.0,346.0,-0.002890173410404624,80.727,70.577
84,2024-06-29 15:22:52,84.8,-1.0,17.0,-0.058823529411764705,84.254,70.5952
83,2024-06-29 15:34:56,83.8,-1.0,17.0,-0.058823529411764705,86.399,70.454
82,2024-06-29 15:36:36,82.8,-1.0,16.0,-0.0625,86.687,70.4314
81,2024-06-29 15:40:26,81.8,-1.0,16.0,-0.0625,87.248,70.3824
80,2024-06-29 15:48:41,80.8,-1.0,17.0,-0.058823529411764705,88.227,70.2756
79,2024-06-29 15:53:39,79.8,-1.0,16.0,-0.0625,88.689,70.211
78,2024-06-29 15:56:39,78.8,-1.0,14.0,-0.07142857142857142,88.905,70.17
77,2024-06-29 16:06:52,77.8,-1.0,17.0,-0.058823529411764705,89.329,70.0258
76,2024-06-29 16:10:57,76.8,-1.0,16.0,-0.0625,89.372,69.9686
75,2024-06-29 16:22:48,75.8,-1.0,16.0,-0.0625,89.191,69.7842
74,2024-06-29 16:29:25,74.8,-1.0,265.0,-0.0037735849056603774,89.134,69.7604
73,2024-06-29 16:29:56,74.2,-1.0,15.0,-0.06666666666666667,89.11,69.7522
72,2024-06-29 16:38:43,72.8,-1.0,16.0,-0.0625,88.319,69.605
71,2024-06-29 16:43:09,71.8,-1.0,17.0,-0.058823529411764705,87.814,69.5256
70,2024-06-29 16:46:27,70.8,-1.0,17.0,-0.058823529411764705,87.436,69.4672
69,2024-06-29 16:54:09,69.8,-1.0,17.0,-0.058823529411764705,86.881,69.3796
68,2024-06-29 16:56:04,68.8,-1.0,16.0,-0.0625,86.648,69.341
67,2024-06-29 17:01:50,67.8,-1.0,16.0,-0.0625,86.377,69.2962
66,2024-06-29 17:07:21,66.8,-1.0,17.0,-0.058823529411764705,86.128,69.256
66,2024-06-29 17:08:27,66.4,-1.0,32.0,-0.03125,86.033,69.2406
65,2024-06-29 17:13:06,65.8,-1.0,15.0,-0.06666666666666667,85.456,69.1468
64,2024-06-29 17:15:19,64.8,-1.0,1.0,-1.0,85.158,69.098
64,2024-06-29 17:16:42,64.8,-1.0,17.0,-0.058823529411764705,84.992,69.0708
63,2024-06-29 17:24:25,63.8,-1.0,34.0,-0.029411764705882353,84.243,68.9486
62,2024-06-29 17:26:52,62.8,-1.0,16.0,-0.0625,83.899,68.8924
61,2024-06-29 17:32:22,61.8,-1.0,1.0,-1.0,83.163,68.7704
60,2024-06-29 17:35:24,60.8,-1.0,18.0,-0.05555555555555555,82.766,68.7042
59,2024-06-29 17:38:58,59.8,-1.0,16.0,-0.0625,82.249,68.6172
58,2024-06-29 17:40:38,58.8,-1.0,2.0,-0.5,82.026,68.579
57,2024-06-29 17:45:02,57.8,-1.0,18.0,-0.05555555555555555,81.417,68.4764
56,2024-06-29 17:47:31,56.8,-1.0,18.0,-0.05555555555555555,81.074,68.4168
55,2024-06-29 17:51:36,55.8,-1.0,181.0,-0.0055248618784530384,80.878,68.3826
52,2024-06-29 18:00:58,54.4,-3.0,477.0,-0.006289308176100629,80.601,68.333
51,2024-06-29 18:03:09,51.8,-1.0,16.0,-0.0625,80.264,68.272
50,2024-06-29 18:07:18,50.8,-1.0,17.0,-0.058823529411764705,79.532,68.14
49,2024-06-29 18:13:37,49.8,-1.0,17.0,-0.058823529411764705,78.431,67.9448
48,2024-06-29 18:19:56,48.8,-1.0,164.0,-0.006097560975609756,77.71,67.8186
47,2024-06-29 18:22:08,47.8,-1.0,16.0,-0.0625,77.344,67.7544
46,2024-06-29 18:25:27,46.8,-1.0,17.0,-0.058823529411764705,76.837,67.664
45,2024-06-29 18:33:58,45.8,-1.0,16.0,-0.0625,75.263,67.386
44,2024-06-29 18:36:25,44.8,-1.0,16.0,-0.0625,74.839,67.3138
43,2024-06-29 18:43:19,43.8,-1.0,16.0,-0.0625,73.514,67.084
42,2024-06-29 18:51:03,42.8,-1.0,35.0,-0.02857142857142857,72.073,66.8376
41,2024-06-29 18:55:24,41.8,-1.0,16.0,-0.0625,71.243,66.6946
40,2024-06-29 18:57:55,40.8,-1.0,19.0,-0.05263157894736842,70.752,66.6084
39,2024-06-29 19:02:01,40.2,-1.0,214.0,-0.004672897196261682,70.651,66.5906
38,2024-06-29 19:05:03,39.6,-1.0,182.0,-0.005494505494505495,70.599,66.5814
77,2024-06-29 20:03:34,77.8,-1.0,3.0,-0.3333333333333333,70.09,66.5062
76,2024-06-29 20:06:01,76.8,-1.0,1.0,-1.0,69.974,66.497
75,2024-06-29 20:10:08,75.8,-1.0,16.0,-0.0625,69.765,66.4794
75,2024-06-29 20:10:58,75.6,-1.0,17.0,-0.058823529411764705,69.725,66.4762
74,2024-06-29 20:12:38,74.8,-1.0,18.0,-0.05555555555555555,69.626,66.469
73,2024-06-29 20:16:43,73.8,-1.0,16.0,-0.0625,69.397,66.4518
72,2024-06-29 20:19:44,72.8,-1.0,16.0,-0.0625,69.231,66.4406
71,2024-06-29 20:23:36,71.8,-1.0,15.0,-0.06666666666666667,69.054,66.4272
70,2024-06-29 20:27:27,70.8,-1.0,16.0,-0.0625,68.815,66.4098
69,2024-06-29 20:30:27,69.8,-1.0,15.0,-0.06666666666666667,68.598,66.3934
68,2024-06-29 20:35:42,68.8,-1.0,18.0,-0.05555555555555555,68.222,66.3666
67,2024-06-29 20:39:17,67.8,-1.0,17.0,-0.058823529411764705,67.958,66.3464
66,2024-06-29 20:41:43,66.8,-1.0,15.0,-0.06666666666666667,67.767,66.3322
65,2024-06-29 20:46:58,65.8,-1.0,17.0,-0.058823529411764705,67.346,66.3004
64,2024-06-29 20:51:04,64.8,-1.0,16.0,-0.0625,67.01,66.2768
63,2024-06-29 20:54:21,63.8,-1.0,16.0,-0.0625,66.736,66.2588
62,2024-06-29 20:57:06,62.8,-1.0,16.0,-0.0625,66.493,66.2432
61,2024-06-29 21:04:17,61.8,-1.0,17.0,-0.058823529411764705,65.825,66.2046
60,2024-06-29 21:07:17,60.8,-1.0,15.0,-0.06666666666666667,65.536,66.188
59,2024-06-29 21:12:00,59.8,-1.0,18.0,-0.05555555555555555,65.069,66.1658
58,2024-06-29 21:16:38,58.8,-1.0,17.0,-0.058823529411764705,64.668,66.1514
57,2024-06-29 21:23:00,57.8,-1.0,18.0,-0.05555555555555555,63.995,66.1442
56,2024-06-29 21:25:11,56.8,-1.0,16.0,-0.0625,63.766,66.142
55,2024-06-29 21:30:57,55.8,-1.0,18.0,-0.05555555555555555,63.231,66.1344
54,2024-06-29 21:33:24,54.8,-1.0,16.0,-0.0625,62.996,66.131
53,2024-06-29 21:37:49,53.8,-1.0,16.0,-0.0625,62.516,66.1266
52,2024-06-29 21:41:07,52.8,-1.0,15.0,-0.06666666666666667,62.191,66.124
51,2024-06-29 21:46:53,51.8,-1.0,16.0,-0.0625,61.578,66.1204
50,2024-06-29 21:49:56,50.8,-1.0,2.0,-0.5,61.226,66.1176
49,2024-06-29 21:54:02,49.8,-1.0,147.0,-0.006802721088435374,61.029,66.1156
48,2024-06-29 21:56:47,48.8,-1.0,15.0,-0.06666666666666667,60.71,66.111
47,2024-06-29 22:01:27,47.8,-1.0,16.0,-0.0625,60.191,66.1032
47,2024-06-29 22:02:18,47.2,-1.0,17.0,-0.058823529411764705,60.076,66.1018
46,2024-06-29 22:04:29,46.8,-1.0,17.0,-0.058823529411764705,59.843,66.0994
45,2024-06-29 22:10:33,45.8,-1.0,16.0,-0.0625,59.092,66.0086
44,2024-06-29 22:13:00,44.8,-1.0,16.0,-0.0625,58.815,65.9556
