Values,Timestamp,Moving Average,MA_1000,MA_5000,Voltage Change,Time Difference,Rate of Change
73,2024-07-02 01:32:28,73.8,60.798,67.639,-1.0,131.0,-0.007633587786259542
72,2024-07-02 01:34:39,72.8,61.076,67.676,-1.0,16.0,-0.0625
70,2024-07-02 01:44:17,71.8,61.164,67.6882,-2.0,543.0,-0.003683241252302026
69,2024-07-02 01:47:52,69.8,61.334,67.7116,-1.0,99.0,-0.010101010101010102
68,2024-07-02 01:49:15,68.8,61.501,67.7344,-1.0,17.0,-0.058823529411764705
67,2024-07-02 02:00:15,67.8,61.947,67.7984,-1.0,397.0,-0.0025188916876574307
66,2024-07-02 02:02:10,66.8,62.108,67.8234,-1.0,33.0,-0.030303030303030304
65,2024-07-02 02:07:55,65.8,62.705,67.9208,-1.0,15.0,-0.06666666666666667
64,2024-07-02 02:11:30,64.8,62.804,67.938,-1.0,16.0,-0.0625
63,2024-07-02 02:16:43,63.8,63.091,67.9884,-1.0,147.0,-0.006802721088435374
62,2024-07-02 02:18:07,62.8,63.232,68.0134,-1.0,17.0,-0.058823529411764705
61,2024-07-02 02:25:16,61.8,63.507,68.0622,-1.0,2.0,-0.5
61,2024-07-02 02:26:05,61.6,63.552,68.0704,-1.0,16.0,-0.0625
60,2024-07-02 02:28:35,60.8,63.771,68.1102,-1.0,18.0,-0.05555555555555555
59,2024-07-02 02:32:09,59.8,64.049,68.1602,-1.0,17.0,-0.058823529411764705
58,2024-07-02 02:51:55,58.8,64.174,68.1828,-1.0,1106.0,-0.0009041591320072332
81,2024-07-02 03:44:20,81.8,65.329,68.415,-1.0,17.0,-0.058823529411764705
77,2024-07-02 03:59:59,77.8,65.768,68.5072,-1.0,32.0,-0.03125
76,2024-07-02 04:06:50,76.8,66.833,68.7344,-1.0,16.0,-0.0625
75,2024-07-02 04:09:19,75.8,67.183,68.8098,-1.0,16.0,-0.0625
75,2024-07-02 04:09:53,75.4,67.298,68.835,-1.0,16.0,-0.0625
74,2024-07-02 04:12:55,74.8,67.72,68.927,-1.0,17.0,-0.058823529411764705
73,2024-07-02 04:18:41,73.8,68.023,68.9924,-1.0,82.0,-0.012195121951219513
72,2024-07-02 04:19:47,72.8,68.17,69.0242,-1.0,16.0,-0.0625
71,2024-07-02 04:31:19,71.8,68.349,69.0638,-1.0,15.0,-0.06666666666666667
70,2024-07-02 04:36:50,70.8,69.084,69.2274,-1.0,17.0,-0.058823529411764705
69,2024-07-02 04:40:40,69.8,69.503,69.3208,-1.0,66.0,-0.015151515151515152
68,2024-07-02 04:44:15,68.8,69.988,69.427,-1.0,17.0,-0.058823529411764705
67,2024-07-02 04:48:37,67.8,70.293,69.4936,-1.0,16.0,-0.0625
66,2024-07-02 04:51:22,66.8,70.655,69.5748,-1.0,16.0,-0.0625
65,2024-07-02 04:58:15,65.8,71.39,69.7402,-1.0,15.0,-0.06666666666666667
64,2024-07-02 05:01:51,64.8,71.823,69.84,-1.0,17.0,-0.058823529411764705
63,2024-07-02 05:05:24,63.8,72.212,69.9308,-1.0,17.0,-0.058823529411764705
63,2024-07-02 05:05:58,63.4,72.3,69.9514,-1.0,16.0,-0.0625
62,2024-07-02 05:09:49,62.8,72.712,70.0464,-1.0,16.0,-0.0625
61,2024-07-02 05:16:07,61.8,73.436,70.2142,-1.0,14.0,-0.07142857142857142
60,2024-07-02 05:20:49,60.8,73.951,70.3328,-1.0,16.0,-0.0625
59,2024-07-02 05:27:26,59.8,74.672,70.5104,-1.0,2.0,-0.5
58,2024-07-02 05:30:27,58.8,74.928,70.5882,-1.0,16.0,-0.0625
57,2024-07-02 05:35:39,57.8,75.253,70.716,-1.0,17.0,-0.058823529411764705
56,2024-07-02 05:38:58,56.8,75.404,70.8026,-1.0,16.0,-0.0625
55,2024-07-02 05:43:55,55.8,75.516,70.9224,-1.0,1.0,-1.0
54,2024-07-02 05:48:36,54.8,75.518,71.0226,-1.0,17.0,-0.058823529411764705
53,2024-07-02 05:54:37,53.8,75.301,71.0566,-1.0,15.0,-0.06666666666666667
52,2024-07-02 05:57:23,52.8,74.832,70.9624,-1.0,16.0,-0.0625
51,2024-07-02 06:05:06,51.8,74.22,70.8376,-1.0,117.0,-0.008547008547008548
50,2024-07-02 06:06:28,50.8,73.979,70.7894,-1.0,18.0,-0.05555555555555555
49,2024-07-02 06:12:32,49.8,72.802,70.554,-1.0,17.0,-0.058823529411764705
48,2024-07-02 06:17:45,48.8,71.775,70.3438,-1.0,2.0,-0.5
47,2024-07-02 06:23:13,47.8,70.765,70.1294,-1.0,16.0,-0.0625
46,2024-07-02 06:28:12,46.8,69.806,69.9236,-1.0,17.0,-0.058823529411764705
45,2024-07-02 06:31:12,45.8,69.373,69.8298,-1.0,16.0,-0.0625
44,2024-07-02 06:34:13,44.8,68.79,69.7048,-1.0,16.0,-0.0625
43,2024-07-02 06:37:34,43.8,68.155,69.5668,-1.0,18.0,-0.05555555555555555
42,2024-07-02 06:43:03,42.8,67.076,69.329,-1.0,17.0,-0.058823529411764705
41,2024-07-02 06:47:43,41.8,66.175,69.1308,-1.0,16.0,-0.0625
40,2024-07-02 06:50:43,40.8,65.564,68.9962,-1.0,14.0,-0.07142857142857142
40,2024-07-02 06:51:18,40.4,65.412,68.9622,-1.0,17.0,-0.058823529411764705
39,2024-07-02 06:58:43,39.8,64.009,68.6428,-1.0,16.0,-0.0625
38,2024-07-02 07:04:12,38.8,62.961,68.399,-1.0,15.0,-0.06666666666666667
37,2024-07-02 07:16:36,37.8,60.598,67.8418,-1.0,17.0,-0.058823529411764705
36,2024-07-02 07:22:55,36.8,59.495,67.5702,-1.0,33.0,-0.030303030303030304
99,2024-07-02 14:10:42,99.8,58.487,67.2308,-1.0,17.0,-0.058823529411764705
98,2024-07-02 14:16:12,98.8,58.967,67.2544,-1.0,16.0,-0.0625
97,2024-07-02 14:22:13,97.8,59.512,67.2782,-1.0,15.0,-0.06666666666666667
96,2024-07-02 14:31:03,96.8,60.37,67.3096,-1.0,2.0,-0.5
95,2024-07-02 14:46:10,95.8,62.11,67.3636,-1.0,18.0,-0.05555555555555555
94,2024-07-02 14:58:30,94.8,63.75,67.4144,-1.0,15.0,-0.06666666666666667
93,2024-07-02 15:08:41,93.8,65.028,67.4568,-1.0,15.0,-0.06666666666666667
93,2024-07-02 15:09:14,93.6,65.051,67.459,-1.0,16.0,-0.0625
92,2024-07-02 15:15:48,92.8,65.437,67.4866,-1.0,16.0,-0.0625
91,2024-07-02 15:24:20,91.8,65.957,67.5194,-1.0,17.0,-0.058823529411764705
90,2024-07-02 15:30:08,90.8,66.359,67.5398,-1.0,17.0,-0.058823529411764705
89,2024-07-02 15:37:17,89.8,66.898,67.5668,-1.0,17.0,-0.058823529411764705
88,2024-07-02 15:43:19,88.8,67.253,67.5834,-1.0,16.0,-0.0625
87,2024-07-02 15:51:49,87.8,67.971,67.616,-1.0,14.0,-0.07142857142857142
86,2024-07-02 15:54:19,86.8,68.181,67.6258,-1.0,16.0,-0.0625
85,2024-07-02 15:59:33,85.8,68.585,67.6468,-1.0,16.0,-0.0625
84,2024-07-02 16:02:50,84.8,68.84,67.6602,-1.0,16.0,-0.0625
83,2024-07-02 16:11:54,83.8,69.07,67.6732,-1.0,15.0,-0.06666666666666667
83,2024-07-02 16:13:01,83.4,69.155,67.6784,-1.0,15.0,-0.06666666666666667
82,2024-07-02 16:17:09,82.8,69.511,67.7008,-1.0,2.0,-0.5
81,2024-07-02 16:22:06,81.8,69.883,67.725,-1.0,17.0,-0.058823529411764705
81,2024-07-02 16:23:10,81.2,69.964,67.7308,-1.0,16.0,-0.0625
80,2024-07-02 16:26:46,80.8,70.256,67.751,-1.0,16.0,-0.0625
80,2024-07-02 16:27:19,80.6,70.297,67.754,-1.0,15.0,-0.06666666666666667
79,2024-07-02 16:31:27,79.8,70.641,67.7872,-1.0,2.0,-0.5
78,2024-07-02 16:35:51,78.8,70.969,67.8226,-1.0,18.0,-0.05555555555555555
77,2024-07-02 16:41:04,77.8,71.398,67.87,-1.0,15.0,-0.06666666666666667
76,2024-07-02 16:44:55,76.8,71.519,67.883,-1.0,149.0,-0.006711409395973154
75,2024-07-02 16:48:28,75.8,71.798,67.9128,-1.0,16.0,-0.0625
74,2024-07-02 16:51:31,74.8,72.053,67.9426,-1.0,16.0,-0.0625
73,2024-07-02 17:01:57,73.8,72.873,68.0462,-1.0,16.0,-0.0625
72,2024-07-02 17:04:09,72.8,73.06,68.0678,-1.0,15.0,-0.06666666666666667
71,2024-07-02 17:08:34,71.8,73.44,68.0412,-1.0,16.0,-0.0625
70,2024-07-02 17:10:45,70.8,73.628,68.02,-1.0,16.0,-0.0625
70,2024-07-02 17:11:20,70.6,73.669,68.0158,-1.0,18.0,-0.05555555555555555
69,2024-07-02 17:15:58,69.8,74.041,67.9796,-1.0,16.0,-0.0625
68,2024-07-02 17:18:26,68.8,74.242,67.9578,-1.0,15.0,-0.06666666666666667
67,2024-07-02 17:24:32,67.8,74.747,67.9052,-1.0,3.0,-0.3333333333333333
66,2024-07-02 17:27:32,66.8,74.986,67.8802,-1.0,17.0,-0.058823529411764705
65,2024-07-02 17:32:12,65.8,75.329,67.8434,-1.0,15.0,-0.06666666666666667
64,2024-07-02 17:35:48,64.8,75.637,67.8134,-1.0,17.0,-0.058823529411764705
63,2024-07-02 17:39:22,63.8,75.926,67.7852,-1.0,17.0,-0.058823529411764705
62,2024-07-02 17:43:28,62.8,76.228,67.7524,-1.0,31.0,-0.03225806451612903
61,2024-07-02 17:47:37,61.8,76.507,67.7214,-1.0,16.0,-0.0625
60,2024-07-02 17:50:04,60.8,76.705,67.6986,-1.0,15.0,-0.06666666666666667
59,2024-07-02 17:56:08,59.8,77.18,67.6416,-1.0,17.0,-0.058823529411764705
58,2024-07-02 17:59:25,58.8,77.409,67.6128,-1.0,31.0,-0.03225806451612903
57,2024-07-02 18:03:34,57.8,77.712,67.5742,-1.0,34.0,-0.029411764705882353
56,2024-07-02 18:06:19,56.8,77.898,67.549,-1.0,17.0,-0.058823529411764705
55,2024-07-02 18:11:16,55.8,78.257,67.499,-1.0,2.0,-0.5
54,2024-07-02 18:13:27,54.8,78.392,67.4784,-1.0,16.0,-0.0625
53,2024-07-02 18:18:08,53.8,78.701,67.4288,-1.0,16.0,-0.0625
53,2024-07-02 18:20:36,53.8,78.87,67.404,-1.0,16.0,-0.0625
52,2024-07-02 18:23:06,52.8,79.015,67.3804,-1.0,16.0,-0.0625
51,2024-07-02 18:27:29,51.8,79.27,67.337,-1.0,16.0,-0.0625
50,2024-07-02 18:30:46,50.8,79.464,67.3018,-1.0,15.0,-0.06666666666666667
49,2024-07-02 18:35:44,49.8,78.927,67.268,-1.0,133.0,-0.007518796992481203
48,2024-07-02 18:37:08,49.4,78.875,67.2648,-1.0,84.0,-0.011904761904761904
47,2024-07-02 18:41:30,47.8,78.152,67.2212,-1.0,15.0,-0.06666666666666667
46,2024-07-02 18:43:09,46.8,77.787,67.1986,-1.0,15.0,-0.06666666666666667
45,2024-07-02 18:48:24,45.8,77.362,67.1724,-1.0,215.0,-0.004651162790697674
44,2024-07-02 18:50:17,44.8,76.989,67.1484,-1.0,15.0,-0.06666666666666667
43,2024-07-02 18:54:43,43.8,76.016,67.0846,-1.0,17.0,-0.058823529411764705
91,2024-07-02 20:04:14,72.2,75.838,67.0922,-1.0,16.0,-0.0625
90,2024-07-02 20:07:32,90.8,75.759,67.1718,-1.0,16.0,-0.0625
89,2024-07-02 20:11:21,89.8,75.723,67.2016,-1.0,164.0,-0.006097560975609756
88,2024-07-02 20:11:38,89.2,75.706,67.213,-1.0,15.0,-0.06666666666666667
87,2024-07-02 20:15:13,87.8,75.592,67.288,-1.0,16.0,-0.0625
86,2024-07-02 20:17:09,86.8,75.528,67.328,-1.0,2.0,-0.5
85,2024-07-02 20:20:09,85.8,75.407,67.395,-1.0,15.0,-0.06666666666666667
84,2024-07-02 20:25:22,84.8,75.186,67.506,-1.0,16.0,-0.0625
83,2024-07-02 20:28:24,83.8,75.029,67.5786,-1.0,15.0,-0.06666666666666667
82,2024-07-02 20:30:53,82.8,74.917,67.627,-1.0,17.0,-0.058823529411764705
81,2024-07-02 20:34:10,81.8,74.747,67.697,-1.0,17.0,-0.058823529411764705
80,2024-07-02 20:36:23,80.8,74.62,67.7454,-1.0,17.0,-0.058823529411764705
79,2024-07-02 20:39:23,79.8,74.439,67.8076,-1.0,16.0,-0.0625
78,2024-07-02 20:43:32,78.8,74.31,67.8482,-1.0,149.0,-0.006711409395973154
77,2024-07-02 20:47:06,77.8,74.084,67.918,-1.0,16.0,-0.0625
76,2024-07-02 20:49:18,76.8,73.93,67.9628,-1.0,17.0,-0.058823529411764705
75,2024-07-02 20:52:02,75.8,73.731,68.0156,-1.0,16.0,-0.0625
74,2024-07-02 20:53:43,74.8,73.597,68.049,-1.0,3.0,-0.3333333333333333
73,2024-07-02 20:58:21,73.8,73.252,68.1342,-1.0,15.0,-0.06666666666666667
72,2024-07-02 21:05:13,72.8,72.803,68.2442,-1.0,16.0,-0.0625
71,2024-07-02 21:08:33,71.8,72.682,68.2728,-1.0,17.0,-0.058823529411764705
70,2024-07-02 21:11:18,70.8,72.492,68.314,-1.0,17.0,-0.058823529411764705
69,2024-07-02 21:14:51,69.8,72.254,68.3636,-1.0,15.0,-0.06666666666666667
68,2024-07-02 21:17:54,68.8,71.989,68.4162,-1.0,17.0,-0.058823529411764705
67,2024-07-02 21:23:24,67.8,71.696,68.4732,-1.0,117.0,-0.008547008547008548
66,2024-07-02 21:24:44,66.8,71.58,68.494,-1.0,15.0,-0.06666666666666667
65,2024-07-02 21:27:46,65.8,71.435,68.5178,-1.0,17.0,-0.058823529411764705
64,2024-07-02 21:32:59,64.8,70.92,68.5984,-1.0,16.0,-0.0625
63,2024-07-02 21:35:44,63.8,70.648,68.64,-1.0,15.0,-0.06666666666666667
62,2024-07-02 21:40:59,62.8,70.297,68.6902,-1.0,132.0,-0.007575757575757576
61,2024-07-02 21:42:55,61.8,70.088,68.7186,-1.0,17.0,-0.058823529411764705
60,2024-07-02 21:46:44,60.8,69.845,68.749,-1.0,15.0,-0.06666666666666667
58,2024-07-02 21:51:44,59.6,69.6,68.7774,-2.0,183.0,-0.01092896174863388
56,2024-07-02 21:57:13,57.6,69.374,68.7994,-2.0,231.0,-0.008658008658008658
55,2024-07-02 21:59:42,55.8,69.073,68.8238,-1.0,18.0,-0.05555555555555555
54,2024-07-02 22:03:15,55.2,69.011,68.8284,-1.0,197.0,-0.005076142131979695
53,2024-07-02 22:03:49,54.0,68.917,68.8348,-1.0,16.0,-0.0625
52,2024-07-02 22:06:34,52.8,68.567,68.8566,-1.0,2.0,-0.5
51,2024-07-02 22:09:35,51.8,68.279,68.8726,-1.0,16.0,-0.0625
51,2024-07-02 22:10:07,51.6,68.215,68.8532,-1.0,15.0,-0.06666666666666667
50,2024-07-02 22:12:37,50.8,67.893,68.755,-1.0,16.0,-0.0625
49,2024-07-02 22:14:32,49.8,67.727,68.7048,-1.0,1.0,-1.0
48,2024-07-02 22:16:44,48.8,67.459,68.623,-1.0,16.0,-0.0625
48,2024-07-02 22:17:16,48.6,67.392,68.6024,-1.0,17.0,-0.058823529411764705
47,2024-07-02 22:20:01,47.8,67.017,68.4878,-1.0,17.0,-0.058823529411764705
46,2024-07-02 22:23:21,46.8,66.573,68.3518,-1.0,34.0,-0.029411764705882353
45,2024-07-02 22:26:55,45.8,66.09,68.2032,-1.0,17.0,-0.058823529411764705
44,2024-07-02 22:29:24,44.8,65.774,68.1058,-1.0,17.0,-0.058823529411764705
43,2024-07-02 22:34:53,43.8,65.041,67.8766,-1.0,16.0,-0.0625
42,2024-07-02 22:38:28,42.8,64.76,67.7884,-1.0,100.0,-0.01
41,2024-07-02 22:41:13,41.8,64.365,67.665,-1.0,17.0,-0.058823529411764705
40,2024-07-02 22:45:38,40.8,63.73,67.4596,-1.0,17.0,-0.058823529411764705
39,2024-07-02 22:48:55,39.8,63.274,67.3086,-1.0,16.0,-0.0625
38,2024-07-02 22:53:51,38.8,62.608,67.088,-1.0,16.0,-0.0625
37,2024-07-02 22:58:15,37.8,61.959,66.877,-1.0,15.0,-0.06666666666666667
36,2024-07-02 23:03:13,36.8,61.241,66.6408,-1.0,15.0,-0.06666666666666667
36,2024-07-02 23:03:46,36.6,61.17,66.617,-1.0,16.0,-0.0625
35,2024-07-02 23:08:27,35.8,60.496,66.3888,-1.0,17.0,-0.058823529411764705
34,2024-07-02 23:18:04,34.8,59.489,66.0348,-1.0,16.0,-0.0625
34,2024-07-02 23:18:36,34.6,59.422,66.0102,-1.0,14.0,-0.07142857142857142
33,2024-07-02 23:30:49,33.8,58.843,65.8002,-1.0,352.0,-0.002840909090909091
32,2024-07-02 23:35:30,32.8,58.224,65.5768,-1.0,16.0,-0.0625
31,2024-07-02 23:43:27,31.8,57.414,65.2742,-1.0,16.0,-0.0625
31,2024-07-02 23:44:18,31.4,57.28,65.2234,-1.0,17.0,-0.058823529411764705
30,2024-07-02 23:48:57,30.8,56.681,64.9936,-1.0,16.0,-0.0625
30,2024-07-02 23:49:31,30.6,56.584,64.9556,-1.0,15.0,-0.06666666666666667
29,2024-07-03 00:09:09,29.8,55.46,64.509,-1.0,16.0,-0.0625
29,2024-07-03 00:09:43,29.6,55.398,64.4836,-1.0,17.0,-0.058823529411764705
99,2024-07-03 02:38:03,87.6,54.589,64.0798,-1.0,348.0,-0.0028735632183908046
98,2024-07-03 08:54:39,98.8,56.442,64.155,-1.0,16.0,-0.0625
97,2024-07-03 09:17:38,97.8,58.559,64.2458,-1.0,2.0,-0.5
96,2024-07-03 09:21:12,96.8,59.188,64.2758,-1.0,15.0,-0.06666666666666667
95,2024-07-03 09:34:56,95.8,61.288,64.3724,-1.0,17.0,-0.058823529411764705
94,2024-07-03 09:44:50,94.8,63.147,64.4614,-1.0,18.0,-0.05555555555555555
93,2024-07-03 10:07:38,93.8,63.598,64.6416,-1.0,17.0,-0.058823529411764705
92,2024-07-03 10:20:17,92.8,64.026,64.8024,-1.0,16.0,-0.0625
